titulo,Cidade,salario,descricao
Desenvolvedor(a) Full Stack PHP,Curitiba,,"A DG desenvolve soluções para facilitar a comunicação de nossos clientes. Nosso diferencial é foco no cliente, em suas necessidades e objetivos, sabemos que para cada empresa é necessário uma avaliação específica. Entendemos que a forma de comunicação mudou e que as empresas precisam estar preparadas para atender os seus clientes em todos os canais de atendimento. Profissional pleno com experiência na construção e manutenção de aplicações web, MVC, REST, PHP, Laravel, JavaScript, Vue, MySQL e Redis. Para essa vaga é mandatório a experiência com PHP e Laravel e, é um diferencial, a experiência com Vue e micro serviços."
Desenvolvedor PHP,Porto Alegre,,"Atuar com HTML, CSS, Javascript e PHP."
Desenvolvedor Front-end Pleno,Uberlandia,,"Linguagem de programação Javascript e outras linguagens de marcação e estilo (HTML, CSS, SaSS, Stylus)."
Desenvolvedor Web,Uberlandia,,"Desenvolvimento aplicativo mobile em React Native, gerenciamento da sua atividade: definição de estimativas e prazos, execução de testes de usuário, disponibilização do que foi feito em vários ambientes (de teste, de produção, beta, etc), documentação das atividades no GitLab, pesquisa e desenvolvimento de novas tecnologias, possibilidade de revezar plantão nos finais de semana ou trabalhar após horário"
Desenvolvedor Web Pleno (Rails/JS),Uberlandia,,"Analisar documentos de requisitos e desenhos de telas, planejar entregas baseadas no esforço estimado para criação de funcionalidades, implementar novas funcionalidades, manter funcionalidades existentes, testar a aplicação."
Desenvolvedor Outsystems Pleno,Curitiba,,"Desenvolvimento na plataforma OutSystems, opere através de metodologias ágeis; conhecimentos em html, CSS, javascript ou SQL; ."
Desenvolvedor Front-end Pleno,Maringa,,"Irá trabalhar com desenvolvimento em front-end em projeto educacional de idiomas. Desenvolvimento Front-end de Software utilizando as tecnologias CSS3, HTML 5, Bootstrap, JavaScript, Angular/"
Desenvolvedor Java e Angular,Blumenau,,"Atuar com desenvolvimento em Java e Angular, realizar testes e correção de bugs."
Desenvolvedor .NET Pleno,Belo Horizonte,,"Executar manutenção dos sistemas fazendo eventuais correções necessárias, visando atender as necessidades dos usuários. Desenvolver trabalhos de montagens de programas, executando serviços de manutenção nos programas já desenvolvidos."
Desenvolvedor Magento,São Paulo,,Prestar manutenção e melhorias nos sistemas logados; Construir novos sistemas e em novas tecnologias; Integras nossos sistemas com os sistemas de parceiros e clientes; Desenvolver métodos que reduzam e minimizem o ciclo de teste dos sistemas; Fornecer informações para as áreas de projetos (cronograma com detalhamento das atividades); Fornecer feedback das atividades para a diretoria da área e áreas afins; Oferecer soluções para melhoria e inovação dos produtos logados; Participar de reuniões nos parceiros e clientes quando necessário.
Desenvolvedor Fullstack 2,Goiania,,"? Criar aplicação e automatização de tarefas, integração entre aplicações fazendo uso de design patterns;"
Desenvolvedor Full Stack - Angular / .Net,São Paulo,,"Trabalhar com desenvolvimento Web (JQuery, bootstrap, etc."
Desenvolvedor PHP/ Júnior,São Paulo,,"Atuar com banco de dados Oracle, PHP, PLSQL, JavaScript, CSS e SQL Server. Ambiente agradável. Empresa em ascensão, atuando em todo território nacional com grandes clientes. Programar, codificar, fazer correções em sistema e afins."
Desenvolvedor Front-End,Florianopolis,,Atuar com desenvolvimento de sistemas.
Desenvolvedor Web (Full Stack),Vila Velha,,"Participar nas definições técnicas e funcionais, Realizar ou participar dos processos de estimativa, Participar ativamente em projetos nacionais, em clientes de grande porte."
Desenvolvedor Python,São Paulo,,Levantamento dos requisitos junto a área de negócio. Especificar e detalhar os requisitos para o time de desenvolvimento. Acompanhar e validar os desenvolvimentos. Homologar as demandas. Desenvolver documentação técnica e funcional do sistema.
Desenvolvedor LSP/Delphi,Vila Velha,,"Proceder a codificação, compilação e testes dos programas de computador, estudando os objetivos propostos, analisando as características dos dados de entrada e o processamento necessário para obtenção dos dados de saída desejados;"
Desenvolvedor Fullstack Python SR,Blumenau,,O profissional irá atuar com o desenvolvimento e manutenção de sistemas em python.
Desenvolvedor(a) Mobile,São Paulo,,desejável experiencia
Desenvolvedor WEB / SQL (Desenvolvedor WEB/SQL),Porto Alegre,,"Profissional para desenvolvimento de aplicações de negócios (Business Intelligence), análise de dados (data analytics), relatórios (Reports), construção e manutenção de processos de carga (ETL) e aplicações de BI em diversas tecnologias."
Desenvolvedor Back-End,Maringa,,"Responsável por dinamizar os sites utilizando linguagens de programação, além de organizar todas as informações invisíveis aos olhos do usuário."
Desenvolvedor Sênior,Sao Leopoldo,,"Análise de requisitos de negócios, modelagem, design, implementação e teste com base no modelo de programação da SAP."
Desenvolvedor FullStack - Nível Sênior,São Paulo,,Experiência com Node.
Desenvolvedor Pleno - Full Stack,São Paulo,,"Fintech que está democratizando o acesso ao mercado de investimentos no Brasil, oferece oportunidade para desenvolvedor movido por desafios e que gosta de trabalhar com tecnologias de ponta."
Desenvolvedor WordPress,São Paulo,,"A agência Nambbu procura programador WordPress para trabalhar com implementação e manutenção de projetos em WordPress. Além de sites e portais, a agência desenvolve lojas virtuais, então é importante ter experiência com WooCommerce."
Desenvolvedor Full Stack Pleno,Piracicaba,,O desenvolvedor contratado irá atuar em nossos times de tecnologia desenvolvendo funcionalidades para suportar o negócio além de dar manutenção nos softwares existentes.
Desenvolvedor Full Stack Pleno,São Jose dos Campos,,O desenvolvedor contratado irá atuar em nossos times de tecnologia desenvolvendo funcionalidades para suportar o negócio além de dar manutenção nos softwares existentes.
Desenvolvedor FullStack JAVA,São Paulo,,"Sobre a Bionexo A Bionexo é uma empresa multinacional que se propõe a transformar a gestão de saúde por meio da tecnologia. Fazemos isso através de nossos produtos que entregam mais eficiência, transparência e inteligência para Hospitais, Clínicas, Fornecedores, Indústria e outros agentes do setor, sejam eles públicos ou privados. Transacionamos +10 Bilhões de reais através de nosso marketplace, ajudando as instituições de saúde a serem mais eficientes e reduzirem custos - por ano são +500 milhões de reais economizados para o setor no Brasil. Nossos clientes representam 38% dos leitos do País e, dessa forma, impactamos +83 milhões de atendimentos/"
Desenvolvedor Java - Delphi,Jacareí,,"Conhecimento em desenvolvimento para plataforma Java Back-end. Conhecimento em Delphi, ASP."
Desenvolvedor Front-end,Porto Alegre,,"Atuará com desenvolvimento web javascript, HTML, CSS, HTML."
Desenvolvedor Júnior,Porto Alegre,,"Desenvolver softwares que compõem as plataformas tecnológicas utilizadas nas soluções e produtos comercializados pela Neogrid, envolvendo interpretação do documento descritivo, desenvolvimento, teste e produção da documentação, baseando-se nas definições fornecidas na fase de análise de sistemas e utilizando-se de métodos e tecnologias adequadas, visando estabelecer os processos operacionais necessários para o tratamento dos dados e melhoria das funcionalidades e da integração entre as soluções da empresa, dentro dos padrões de qualidade e performance, em cumprimento ao planejamento estabelecido."
Desenvolvedor React / React Native,São Paulo,,"O profissional será responsável por realizar a manutenção e sustentação dos sistemas existentes, desenvolvimento de novas funcionalidades e entregas dentro dos padrões de qualidade exigidos. Entre as tecnologias necessárias, destacam-se: React Native (dev mobile) e React (dev web). Pré- requisitos: Formação: Ensino Superior. Experiência em desenvolvimento de sistemas - JavaScript - React e Redux - HTML - CSS, LESS e SASS, versionamento em GIT."
Desenvolvedor .Net Sênior,São Paulo,,Conhecimentos em banco de dados Oracle ou SQL Server na plataforma Windows server. Experiência no desenvolvimento de projetos de sistemas distribuídos.
Desenvolvedor,Rio de Janeiro,,Estamos buscando um
Desenvolvedor Full Stack / Ruby on Rails,São Paulo,,"Sobre a Bionexo. A Bionexo é uma empresa multinacional que se propõe a transformar a gestão de saúde por meio da tecnologia. Fazemos isso através de nossos produtos que entregam mais eficiência, transparência e inteligência para Hospitais, Clínicas, Fornecedores, Indústria e outros agentes do setor, sejam eles públicos ou privados. Transacionamos +10 Bilhões de reais através de nosso marketplace, ajudando as instituições de saúde a serem mais eficientes e reduzirem custos - por ano são +500 milhões de reais economizados para o setor no Brasil. Nossos clientes representam 38% dos leitos do País e, dessa forma, impactamos +83 milhões de atendimentos/"
Desenvolvedor.NET,Belo Horizonte,,Responsável pelo desenvolvimento e manutenção de soluções em .
Desenvolvedor Java,Jacareí,,"Atuar com Java, JSF, SpringBoot, SpringFrameWork, Hibernate, EJB, AngularJS, Node JS, JavaScript. Conhecimento em HTML, CSS, WSDL, XML. Conhecimento em SQL/"
Desenvolvedor Ruby on Rails,São Paulo,,"Sobre a Bionexo A Bionexoé uma empresa multinacional que se propõe a transformar a gestão de saúde pormeio da tecnologia. Fazemos isso através de nossos produtos que entregam mais eficiência, transparência e inteligência para Hospitais, Clínicas, Fornecedores, Indústria e outros agentes do setor, sejam eles públicos ou privados. Transacionamos + 10 Bilhões de reais através de nosso marketplace, ajudando as instituições desaúde a serem mais eficientes e reduzirem custos - por ano são + 500 milhões de reais economizados para o setor no Brasil. Nossos clientes representam 38% dos leitos do País e, dessa forma, impactamos +83 milhões de atendimentos/"
Desenvolvedor Front-end,São Paulo,,"Atuação em uma Startup que está desenvolvendo um WebApp voltado para profissionais de saúde, gestão hospitalar e médicos."
Desenvolvedor Backend,Brasília,,"Desenvolvimento Backend: ASP Classico, C#, ASP."
Desenvolvedor Java,Jacareí,,"Conhecimento em desenvolvimento para plataforma Java Back-end. Conhecimento em HTML 5, Angular, CSS, JavaScript, Web Dynpro, Delphi, C++, C#, PL/"
Desenvolvedor Front-end Pleno,São Paulo,,"Atuará no desenvolvimento de aplicações web em HTML / HTML5, CSS e Javascript em empresa de grande porte no segmento de TI / Web."
Desenvolvedor Sênior - Xamarin/NET,Recife,,Irá trabalhar com Linguagem: VB.
Desenvolvedor Java,Porto Alegre,,Atuar com Banco de Dados SQL Server. Diferenciais : CSS Javascript Angularjs Bootstrap Jsp Html Struts 1 Hibernate Maven Java 8 Spring JQuery Local de trabalho: Porto Alegre/
Desenvolvedor .NET,Nova Lima,,"Formação Ciência da Computação, Sistemas de informação ou afins, Experiência em ASP ."
Desenvolvedor .Net Pleno,Rio de Janeiro,,"Desenvolvedor dotNet com capacidade de desenvolvimento em front-end, Back-end e banco de dados. Conhecimentos de ."
Desenvolvedor PHP Júnior - Full Stack,Porto Alegre,,"Skills desenvolvimento e manutenção de integrações. Trabalho com plataformas de e- commerce. Desenvolvimento de aplicações Otimização da nossa plataforma. Otimizar a capacidade de resposta de aplicações. Projeção e desenvolvimento de APIs. Atividades Superior completo ou em andamento em Ciência da computação, Análise de sistemas, Engenharia da Computação, Engenharia de Software e áreas afins. Proficiência em linguagens fundamentais de Front-end, como HTML, CSS e JavaScript. Familiaridade com a tecnologia de banco de dados como MySQL, Oracle e MongoDB Experiência com PHP Conhecimento no uso de Frameworks em PHP com preferência em Laravel. Boas habilidades para resolver problemas. Atenção aos detalhes. Fortes habilidades organizacionais e de gerenciamento de projetos."
Desenvolvedor Front-End,Florianopolis,,Criar e dar manutenção em interfaces de aplicações web otimizadas e responsivas;
Desenvolvedor Sênior- JAVA/ NET,Recife,,Programar e desenvolver e implantar sistemas em linguagem Java. Realiza correções em sistemas para atender às necessidades dos usuários.
Desenvolvedor Web,Belo Horizonte,,"Trabalhar com o desenvolvimento de sistemas web, efetuar integração de sistemas e modelagem de programação."
Desenvolvedor - FullStack,São Paulo,,"Atividades e responsabilidades: Se você tem muita energia, gosta de trabalhar em equipe e está disposto a transpor grandes desafios, queremos a sua ajuda para revolucionar a forma como as pessoas investem no Brasil. Você precisa ter conhecimentos em NodeJS e algum framework de criação de API's, como Express ou Hapi. Se já trabalhou como Backend ou FullStack Developer, e tem experiência em criação de API's e desenvolvimento Domain Driven, melhor ainda. Também é necessário que você já tenha trabalhado com MongoDB e entenda como funciona um banco NoSQL. Conhecimento no Pipeline de Aggregation do MongoDB é desejável. Como nós trabalhamos com serverless na Amazon, é desejável conhecimento em ferramentas da AWS, como SQS, S3, Lambdas e Cloudwatch."
Desenvolvedor Web,São Paulo,,Analisar e desenvolver novas ferramentas no sistema existente. Fará parte do time de desenvolvimento e inovação .
Desenvolvedor Fullstack Pleno,Brasília,,"Desenvolver e realizar manutenção em aplicações desenvolvidas em PHP (Wordpress, Laravel), MYSQL, JavaScript, React, React Native, Node."
Desenvolvedor Java - Fullstack,São Paulo,,"Desenvolver microsserviços e APIs RestFull utilizando ferramental Spring (principalmente Spring Boot), bem como Front-Ends em React, trabalhando com metodologias e cultura ágil."
Desenvolvedor .net C#,Belo Horizonte,,Desenvolver sistemas / soluções;
Desenvolvedor Mobile,Barueri,,"Atuar com desenvolvimento, sustentação, manutenção de aplicativos mobile para área de logística."
